CDNAME,CDUID,Aerospace Vehicles and Defense,Agricultural Inputs and Services,Apparel,Automotive,Biopharmaceuticals,Business Services,Coal Mining,Communications Equipment and Services,Construction Products and Services,Distribution and Electronic Commerce,Downstream Chemical Products,Downstream Metal Products,Education and Knowledge Creation,Electric Power Generation and Transmission,Environmental Services,Financial Services,Fishing and Fishing Products,Food Processing and Manufacturing,Footwear,Forestry,Furniture,Hospitality and Tourism,Information Technology and Analytical Instruments,Insurance Services,Jewelry and Precious Metals,Leather and Related Products,Lighting and Electrical Equipment,Livestock Processing,Local Commercial Services,Local Community and Civic Organizations,Local Education and Training,Local Entertainment and Media,Local Financial Services,Local Food and Beverage Processing and Distribution,Local Health Services,Local Hospitality Establishments,Local Household Goods and Services,Local Industrial Products and Services,Local Logistical Services,Local Motor Vehicle Products and Services,Local Personal Services (Non-Medical),"Local Real Estate, Construction, and Development",Local Retailing of Clothing and General Merchandise,Local Utilities,"Marketing, Design, and Publishing",Medical Devices,Metal Mining,Metalworking Technology,Music and Sound Recording,Nonmetal Mining,Oil and Gas Production and Transportation,Paper and Packaging,Performing Arts,Plastics,Printing Services,Production Technology and Heavy Machinery,Recreational and Small Electric Goods,Textile Manufacturing,Tobacco,"Trailers, Motor Homes, and Appliances",Transportation and Logistics,Upstream Chemical Products,Upstream Metal Manufacturing,Video Production and Distribution,Vulcanized and Fired Materials,Water Transportation,Wood Products
,4701,0,3.188623812,0,0,0,0.27369425,22.68101768,0,3.60219511,1.24424183,0.779212908,1.114188534,0.049618994,0,1.423327941,0.196328611,0,0.232234023,0,0,1.141672256,1.530017328,0,0.098675095,0,0,0.043272899,0.379214406,0.664373916,0.504054844,0.039913786,0.844906216,0.979111608,1.018649547,1.14631966,0.817077359,0.60497066,0.676671899,4.260500896,1.992003562,0.852076948,0.887429981,0.927473834,1.24041238,0.066374858,0.368680884,0.109072796,0.690434301,0,2.132169312,21.11658995,0,0.025458393,0.001408481,0.083135447,0.194511372,0.035467734,0.869674979,0,0.005552253,0.782703076,0,0.025522047,0.003017849,0.005956297,0.039861757,0.145742548
,4702,0,6.385713879,0,0,0,1.833921957,0.055192446,0,4.576211727,0.903238801,0,0.947680559,0.446776415,0,1.279136991,0.448040619,0,0.659043567,0,0,0,0.990754089,0,0.01833901,0,0,3.216950027,0.916213122,0.506327981,0.547666732,1.427139687,0.832101219,1.62160881,0.501546901,1.311102353,0.609799209,0.416942043,1.362986086,1.891024877,1.700098298,0.752174161,0.558741172,0.718314456,2.028696556,1.372320152,0,0.014742871,0.012681371,0,0.015216425,10.33298161,0,0.075704081,0.242595899,0.041202474,0.101788409,0,0,0,0,1.082923209,0.842895883,0,0.002243499,0,0,0.02166929
,4703,0,11.63677612,0,0,0,0.200096906,44.25430675,0,1.33725227,1.181190014,0,1.596958748,0.664558168,0,0,0.036287587,0,0.277096037,0,0,0,1.893552964,0,0.049015171,0,0,0,0.941841462,0.49617689,1.001522607,0.269565641,0.278933847,3.028957531,0.791466331,2.467490464,0.774696979,0.212857734,0.39279908,0.778258253,1.865390152,1.607333737,0.8446041,0.912525401,1.670052888,0.326837005,0,0,0,0,5.015991996,0.380710712,0,0,0,0.110122976,0.522068723,0,0,0,35.10809057,0.583191617,0.450566163,0.101421135,0,0,0,0
,4704,0,1.977858616,0,0,0,0.061582683,0,0.481384139,0.789963301,0.840568323,0,0,0.149359655,0,2.506847125,0.115643687,0,1.566554101,0,0,0.630909107,3.33783283,0,0,0,0,0,3.241644586,0.632559401,0.851124959,0,0.7975349,2.762450933,0.87558763,1.897008154,0.77168603,1.46985508,0.753044497,2.405798812,2.637029647,0.897540779,0.894922745,0.891312663,1.012865047,0.538458147,0,0,0.025240971,0,1.278823648,4.506446722,0,0.128963785,0.007134896,0,10.05647711,0.17966779,0,0,0.028125875,0.027534129,0,0,0,0,0,0
,4705,0,1.032294656,0,0,0,0.121391205,5.005376227,0,0.661853073,1.190281173,0.0622007,0.574894775,1.255640451,0,0.274967177,0.132786232,0,1.144674133,0,0.175664185,0,0.787389716,0.000477569,1.630545011,0,0,0,2.099205112,0.373400298,0.563822436,0.14822953,0.44236353,2.146305961,0.736249495,1.336248821,0.75060292,0.991021929,1.81292614,0.687610975,2.004831537,0.913270319,1.18242391,0.575584858,1.76893313,0.075663615,0.007057713,1.337023874,0.338255127,0,102.8324535,0.522684051,0,0.067309475,0,0,3.439193725,0,0,0,6.37041966,0.36645441,0,0,0.000398945,0,0,0.577993347
,4706,0,2.145405541,0.074733744,0.039757607,0.041851715,0.778452143,2.879634186,0.334067516,0.288619415,0.75682677,0.0704534,0.931964645,0.891818789,3.169427868,0.695219306,1.154046446,0,0.348159192,0,0.018685609,0.27012109,1.029931922,0.074755334,3.049706348,0.050061779,0.086701524,0.968517265,0,0.893651733,1.084765401,1.377970196,1.110155436,0.849608754,0.850232542,1.199680611,1.079422026,0.883975615,0.711438187,0.697684088,1.360355287,1.003024499,1.129472446,1.072147745,0.591524049,0.882955698,0.270983416,2.727244361,0.663935548,0.66464509,2.799587903,2.144596553,0.168628533,2.121087515,0.116795773,0.418902251,0.833378487,0.052166526,0.025849729,0,0.998271279,0.91208554,1.935171155,2.751448181,0.505308074,0.157700308,0,0.657514131
,4707,0,6.75565758,0.601245361,0,0,0.08912381,1.505364899,0,2.090242285,0.549511523,0,0,0.550154959,0,0.178040025,0.096280634,0,1.563433507,0,0,0.135540411,1.092983365,0,0.230088999,0,0,0,5.613040169,0.3721821,0.953904795,2.381774356,0.967788682,1.542992951,1.185919848,2.09665266,1.199244492,0.670191837,0.300503595,0.543113338,1.496039463,1.094896092,0.828256939,1.407714926,0.403585162,0.732992694,0.119608231,0.402109395,0.004041287,0,1.889226904,0.710418928,0,0.309722457,0.001142356,0.337137213,0.278213856,0.028766293,0,0,15.76853798,1.181462105,0.091959387,0,0.012238214,0.41995657,0,0.248231051
,4708,0,3.031425783,0.329383909,0,0,0.324171756,0.353712897,0,0.608277323,1.695105933,0.038758189,0.083202372,0.14359569,0.02863584,2.621359106,0.464059246,0,1.145944838,0,0,0.021976869,2.025837962,0,0,0,0,0,1.179369145,1.002189353,0.728651488,2.120104791,0.930438842,2.342234574,0.660773558,1.391395674,0.868451553,0.607596611,1.209004222,1.100309584,1.972013251,0.812987972,0.745575548,1.244011965,0.962735059,0.347291619,0.078067033,0.094482925,0.014305561,0,3.89284544,5.535373516,0,0.269536783,0.017274767,0.088018364,3.700516028,0,0.127392428,0,0,0.719335709,0,0.162126428,0.006390203,1.644607397,0,0
,4709,0,2.457155839,0.105832204,0.055846289,0,0.175184984,0.075766128,0,0.10888891,0.543386366,0,0,0.02252588,0,3.241681258,0.419354609,0,1.983302148,0,0.895026112,0.021183735,1.477841647,0,0.062937769,0,0,0,6.651526275,0.616964579,0.992529588,1.749802416,1.112620055,2.314621433,1.221625888,1.948924101,0.938215018,0.942387924,0.302623416,1.147049836,2.029819185,1.072651979,1.092882555,1.725631692,0.523036628,0.979239275,0.376248167,0.020238463,0.305101466,0,0.587676118,0.474883178,0,0.051961867,0.018088719,0.19796426,1.495026317,0.036195719,0.57344682,0,0.005666215,0.404931144,0,0,0.001539896,0,0,0
,4710,0,4.689103666,0,0,0,0.034501599,0.607926786,0,0.053765844,1.52075748,0,0.065812849,0,0,1.263690664,0.04486383,0,2.498498097,0,0,0.40793405,0.609655478,0.011832609,0.040399642,0,0,0,20.18357725,0.130811038,1.03714438,2.592445864,0.259787535,3.105463948,1.214178149,2.055844925,0.436151905,0.322890708,0.259004576,1.021250442,2.611788128,0.603493316,0.873018601,0.781432037,0.941587343,0.059863995,0.174867351,0.162387919,0,0,1.821330949,0.712285482,0,0,0.534422935,0,0.485634859,0,0,0,0,0.71212214,24.13898021,0,0,0,0,0
,4711,0,1.333659721,0.788316838,0.176981645,0.036389382,0.662350366,1.974615487,5.004318483,0.654323894,0.796005798,0.378042401,1.369991999,1.999294142,0,0.883138732,0.538296489,0,0.970462495,0.072431965,0.085876109,0.373809409,1.212651476,0.368767876,0.25960153,0.074619255,1.809253398,1.035474,1.386795066,0.847621192,1.098807922,1.284617126,1.186192599,0.954113554,0.848165761,1.052301169,1.034721192,0.800691564,0.948136631,0.730202248,1.338376917,0.895457095,1.368928624,1.006094154,0.586549144,0.368215038,0.74745016,2.714909758,0.617618931,0,10.30630036,0.220490128,0,1.342890377,0.188399312,0.386189656,1.02809277,0.28435578,0.235879989,0,3.696291157,1.246527633,1.646941207,0.068731409,0.028316387,0.538751499,0.059180413,0.496938906
,4712,0,3.181817979,0,0.021405662,0,0.080823997,0,0,2.655135915,1.439943041,0.092025495,0.864572745,0.092266621,26.44971459,1.238958087,0.116087807,0,1.249991795,0,0.051978784,0.265125051,0.422289846,0,0,0,0,0,1.436993013,0.417845176,0.366529813,4.024864031,0.393199605,1.199881687,0.431855685,0.841624654,0.514627374,0.483985135,0.077329573,2.068391063,2.189289423,0.720129595,0.710930331,0.332463713,2.374522127,0.123232513,0,0,0.009745349,0,54.31185965,0.395867214,0,0.24895973,0.670150818,0.379394593,0.684654718,0.572370398,0,0,0,0.839826854,0.221755159,0.049916442,0,0,0,0.298429673
,4713,0,4.735849121,0,0,0,0.205965079,0.900514531,0,1.700065098,1.599224303,0.08780234,2.126787246,0.060522275,0,3.883296221,0.102240374,0,0.865617274,1.547688926,0,0,1.222624913,0,0.023016729,0,0,0,0.30959143,0.953215466,0.355738813,0.114466261,1.2025999,2.590294698,0.719459797,1.627560164,0.574502207,1.090393313,0.571734362,1.818150818,2.504338474,0.615241214,1.032133999,1.363431762,2.630795249,0.215407152,0,0.240543242,0.015916001,0,4.959126645,16.03590068,0,0,0,0.051711963,0.051740128,0,0,0,0,1.288143704,4.231571223,0.523882917,0.003378896,0,0,0
,4714,0,8.170151911,0,0,0,0.133555532,0.413654643,0,1.261502982,1.020179578,0,3.673684435,0.262602459,0,0.16529551,0.363669708,0,2.960917582,0,2.798546804,0.05604653,1.638370447,0.048884377,0.01665166,0,0,0,0.191980038,0.502913378,0.802621881,1.5895231,1.07098167,1.832142316,1.575197118,1.440393411,0.851391867,0.805648886,0.294623427,1.28280567,2.396757587,1.044133613,0.885763095,1.231977231,1.806492513,0.012337175,0.199090524,0.110494418,0.230291484,0,0.914661528,0.147813487,0,0,0.003802952,0.074822972,0.344790154,0.174780974,0,0,2.183551776,1.386871842,0,0,0.010185387,0.080411157,0,6.001035205
,4715,0,1.14560233,0.140435659,0.098808115,0.026869902,0.161547274,0.453843404,0,1.609508402,0.61053447,0.082624434,0.278973894,0.225033249,0.012209136,0.946566457,0.453419189,0,0.569675525,0,0.779782396,0.315323035,1.789642198,0.000817264,0.211574458,0.964229363,8.349698815,0,0.652614556,0.684278382,1.397271432,2.453628477,1.132112269,1.379063005,0.859736867,1.861499401,0.778051611,0.776280692,0.601204166,1.393974796,1.84320672,0.900830388,0.847305824,1.22906296,0.034913921,0.77248537,1.031821057,0.121229542,0.127745033,0,0.487853278,0.340467294,0,0.137903188,0.282876294,0.387782985,5.173316117,0.144091388,0.054314856,0,14.52441408,1.160533725,0.12129858,0,0.026684037,0.026830079,0.017993619,0.620697092
,4716,0,1.491157636,0,0,0,0.113771576,0.036983656,0,0.286202279,0.758457762,0.046877944,0.620584539,0.932631079,0,2.343206581,0.300225509,0,1.25053613,0,2.250636902,0.135055154,3.248980834,0,0,0,0,0,1.794597064,0.361914482,1.306976394,2.853651832,1.691239664,2.049753856,0.952473231,1.483084177,0.858627611,0.95401653,0.514313881,1.200728379,2.743100574,0.593714483,0.614955775,1.060713286,1.673580026,0.919571794,0.14692616,0.009878984,0.305056335,0,2.42473194,0.040906645,0,0.279005127,0.48767996,0.579792763,0,0,0,0,0,0.362825554,0,0.025427521,0.003006672,0,0,2.330061993
,4717,0,1.130985074,0,0,0,0.299336644,0.362905477,0,2.112975975,0.70409449,0,0.528511466,0.052987438,0.146900258,4.052306686,0.153746953,0,0.067184377,0,5.052027762,0,1.419355973,0.001966662,0.080389347,0,0,0,0.926823488,1.728910425,1.133666733,1.348660244,1.373020517,2.355986746,0.397822753,0.94741595,0.707031411,0.92890631,0.090738296,2.468949447,1.604882714,0.569955063,1.159423157,0.625213392,0.83245807,0.138973973,0,0.096938425,0.924146364,0,3.829482211,9.975537424,6.252630081,0.055308345,0.096268397,0.150509762,0.032257175,0.192634083,0,0,0.030155667,1.145423171,3.694847807,0,0.004917207,0.2812248,0,4.749384142
,4718,0,0,0.108926217,0,0,0.148579672,6.004549109,0,0.03448378,0.208524369,0,0,0.687523966,0,0.082796022,0.258968685,5.694676139,0.866195046,0,0.11165967,0,1.853408807,0,0,0,0,0,0,0.379608325,1.588317791,2.834930916,0.762764719,0.273377493,1.554830468,1.094078345,0.255117948,0.309464475,0.264580147,0.439006653,1.763618612,0.787696086,0.570242766,1.196583454,0.686659043,0.836624732,0,64.73158873,0.643220506,0,1.655439813,0.575019325,0,0,0,0,0,0,0.042128273,0,0,3.653868183,0,0,0.006339659,0,0,0.030616441
,4801,0.37388588,0.442052046,0.213559016,0.028431112,0,0.249585711,0.091733174,0,1.353006611,1.112141145,0.495341764,0.57871732,0.668119692,0.334193473,0.4045003,0.755953414,0,0.365123383,0,0.021891818,1.75261474,1.051798347,0.28369308,0.990617547,0,0,0,0.292846434,0.998224588,1.064625887,1.811001692,1.516511629,0.791207959,0.905482768,0.797949322,1.310559902,1.287563951,0.843554639,0.940871531,1.57146682,1.130534204,1.347515867,1.623777701,0.723621442,0.466324176,0.31028943,0.024503541,0.780410799,0,0.233240033,3.432215458,0,0.555725971,0.067781605,0.205442989,0.09612233,2.032141434,0.118414807,0,0.002286773,0.743235548,9.363278668,0,0.036154843,5.475465028,0,0.396172324
,4802,0.522766828,3.539622964,0.055873633,0.29017161,0,0.475546848,0.071459474,0.016254652,1.043503198,0.911804799,0.579475688,1.807052342,1.594156639,0.046264252,1.434740526,0.602132676,0,3.013491213,0.141866648,0.022729542,1.946808977,0.823970158,0.006190679,0.474703858,0.803828937,0.696071887,0.370091132,12.59183358,0.90479016,1.138526369,1.540478081,1.109997468,0.736686305,0.732962125,1.028925522,0.928399034,0.939401492,0.956736898,0.818414108,1.236311199,0.9712532,1.061139862,1.272214687,0.668799862,0.380504238,0.382942902,0.01908808,0.293440562,0,2.055666886,2.928769238,0,0.134994276,0.417834301,0.30810661,0.499484438,0.260870261,0.017151337,0,3.337963172,1.083136404,0,0.021827711,0.053957883,0.041771769,0.006818347,0.752103656
,4803,0,0.953088194,0.364718422,0.025660961,0,0.110113888,0,0,0.687239562,0.454887786,0.098075723,0.140114181,1.216398539,1.997587429,1.31220386,0.042820083,0,1.00301592,0,0.872365344,0.267678705,2.697027542,0.010612373,0,0,0,0,5.834807311,0.494035195,1.731058613,2.528673465,0.574433587,1.314910115,0.893967409,2.174737793,0.95287236,0.679157309,0.341958892,0.538559933,1.224063576,0.76746403,0.697398498,0.597832838,1.496951856,0.40597352,0,0,0,0,2.663537151,1.014365568,0,0.955043911,0.301500448,0,1.065982949,1.330533445,0.24301124,0,0.208286734,1.491051983,1.396518807,0.05983949,0.053379431,0.034913125,0,0.717592724
,4804,0,4.434657373,0,0,0,0.198183954,28.52973424,0,0.994367375,0.895350538,0,0,0.183077832,0.102400772,1.473303477,0.743299696,0,0.039027229,0,0,0,2.45235951,0,0.233489809,0,0,0,2.781678283,0.628558167,0.489320653,3.832658916,0.53896059,2.228840954,1.056858789,1.61460724,0.411384899,0.884596722,1.594625345,1.483773033,2.027834393,0.437267101,0.840280238,0.18065152,1.198971117,0.229442758,0,0.112622556,0.115923609,0,0.11624009,5.688831708,0,0,0,0,1.005272881,0,0,0,0,0.205785566,0,0,0,0,0,0
,4805,0,10.37811298,0.270366564,0,0,0.244835617,0.129038403,0,0.406564115,0.883733477,2.248953077,0.103218142,0.257117432,0.117525074,5.870516027,0.380911454,0,0.46583097,0,0,0.018039164,1.759912546,0.196614959,0.075033165,0.371266644,0,0,2.801182558,0.593441152,1.606152889,2.157504,0.515517892,1.195544504,1.019368191,1.230189082,1.291456197,1.350555119,1.030947419,1.280635528,1.310109233,0.738658134,0.836657059,0.94336622,1.930676962,0.643696845,0.192238129,0.034468423,0.034021212,0,4.862096705,8.054278174,0,0.176994035,0.710202093,0,1.152351051,0.03082273,0.104566896,0,0.004825107,0.651855441,10.59077609,0,0.000262262,0,0,0.455959762
,4806,0.090738251,1.452285764,0.186123108,0.042542975,0.095658507,1.591518875,0.635274469,0.467662405,1.694884443,1.004376783,0.352345332,0.876843688,0.707473811,1.701419187,0.838956708,0.962166232,0.011501487,0.663882614,0.288552463,0.084537049,0.558959522,0.738299916,1.258884272,0.517811911,0.509599073,0.232900375,0.567038918,1.921660533,1.145281657,0.700285606,0.647776074,1.095425444,0.806229288,0.852026311,0.818645198,1.003811935,1.042897192,0.618592748,0.788933765,0.909992951,1.123938749,1.204754103,0.814870877,1.671272031,0.722071343,0.695289902,0.153818013,0.378725196,0.328887753,0.741226021,5.837869915,0.38669786,1.517961268,0.514405972,0.768089697,0.84285342,0.39826634,0.134422437,0.019682472,0.080410646,1.395320548,1.268736424,0.858762933,0.12574157,0.248183547,0.01717029,0.391739694
,4807,0.026547419,4.738530009,0.227453389,0.519979689,0,0.17635475,3.452117188,0,5.551741586,1.311982668,0.279796239,0.57610538,0.113745714,0.023729097,7.514233056,0.16423183,0,0.580028848,0,0.023316123,0.114814261,1.270464302,0.489018886,0.010821212,0,0,0,0.686178526,0.716496082,0.442217709,1.873184895,1.011114699,1.511395923,0.844887703,1.419151098,0.710296611,0.909031426,0.638378839,1.48035321,2.109294588,0.810558634,0.979956833,1.122423904,3.905386892,0.287783296,0.22305843,0.052195535,0.054942799,0,1.294153513,8.409350028,0,0.067005519,0.044484808,0.80230086,0.525113351,1.215007575,0.087969809,0,0.316285422,0.491168053,0.497363552,0.044782037,0.001323811,0.175515583,0,0.085609132
,4808,0.090958673,1.218106439,0.175688016,0.093658121,0,0.34279062,0.106511889,0.012984118,2.994133189,1.083131645,0.352177756,0.732550224,0.370812086,0.003695561,1.281926971,0.837192099,0,0.321542113,0,0.108937327,0.406439968,0.796532961,0.254137017,0.364022964,0.116744313,0,0.106425566,3.811525014,0.758416353,0.759344948,1.519776378,1.15853918,0.664664121,0.807945492,1.191248904,0.90418381,0.889604853,0.564902254,0.963925682,1.563153763,0.870493347,1.401441671,1.057392208,0.927035216,0.343439672,0.306621956,0.028451196,0.685006606,0,0.664036812,10.66699652,0,1.022670621,0.664249039,0.193104601,1.519957408,0.327424575,0.105994715,0,0.131738606,0.808017767,6.700996181,0.753228465,0.014055865,0.173345832,0.245090463,0.164674019
,4809,0,0.08582988,0.341952179,0,0,0.245263188,0.244806323,0,8.660397269,0.377614933,0,0.26502207,0.003888909,0,6.636002706,0.120441577,0,0,0,3.715653089,0,1.026200245,0.02267683,0,0,0,0,0,1.775306246,0.8310346,2.703838901,0.623453606,0.79282648,1.003394591,0.78977702,0.658979578,0.328822425,0.222579566,1.226974918,1.567691188,0.567961517,1.435408189,0.487746613,3.141734732,0.104675804,0,0.065392067,0.032860228,0,0.800026626,9.314619057,0,0.167892883,0,0.036550749,0.089868243,0,0.132253328,0,0,0.215073599,0.149546728,0,0,0.409766525,0,2.787312483
,4810,0,2.218066186,0.025809874,0.004191581,0,0.316001413,0.78553249,0.400336293,1.95783936,0.810878305,0.680805008,2.266696938,0.425729393,0,3.242714402,0.302509161,0,1.093564526,0,0.152674513,0.063598377,1.164806736,0.013169168,0.118095911,0,0.141682437,0,0.789698634,0.820210701,0.603879526,1.596679515,0.82340694,0.920839897,1.051203848,1.332429514,1.020372614,0.916499154,0.971353809,1.131311075,1.818512998,0.948467036,1.020799343,1.495058591,2.722463086,0.30209552,0.367114263,0.057928377,2.45639523,0,2.085220991,7.875285844,0,0.819006895,0.08955098,0.33961921,0.816790064,0.36675369,0.033306904,0,1.902981235,1.124101682,0,2.94211261,0.001155779,0.022811488,0,0.34048147
,4811,0.01818362,1.055818219,0.193060688,0.118898027,0.389135523,0.895191888,1.66052344,0.176505234,4.349309139,0.986093265,0.609583016,1.50632045,0.822491895,1.356404529,0.876185855,0.641436245,0.0060199,0.557150293,0.03020578,0.264720605,0.597540715,1.008084944,0.418108287,0.822279987,0.062235859,0.545665097,0.327802116,0.414322487,1.500573938,0.83378892,0.744161963,0.825586012,0.906248218,0.804507738,0.817081497,1.043120562,1.037009711,1.093193786,0.94913605,1.078897693,0.975050532,1.311796298,0.94763073,2.706091877,0.331211737,0.596001184,0.222612718,0.931797316,0.086070233,0.844194433,4.247457334,0.029349014,0.641607601,0.720055923,0.569369342,1.062709547,0.310954,0.243376082,0,0.366632568,0.895945352,2.586688206,0.514276448,0.089136882,0.360595308,0.00798457,0.441820674
,4812,0,0.887942096,0.027212483,0.003622798,0,0.311005997,0.097408179,0.049872264,1.790605669,0.634383681,0,0.207918145,0.553273208,1.419472427,2.191188065,0.071885366,0,0.017056864,0,2.650059883,0.060248223,1.301166429,0,0.181250698,0,0,0,0.062192633,0.951512508,0.925869824,1.699753458,1.078915976,0.848828031,0.970201294,1.069074171,0.625607565,0.818311104,0.614469021,2.62450588,1.784492215,0.780062766,1.402557653,1.128445618,2.721825107,0.227685565,0.773953208,0.026019435,1.020736137,0,3.233075278,13.28800912,0,0.01336088,0.01182701,0.174522055,0.030131456,0.309165666,0.010524692,0,0.046622261,1.240874609,0,0,0.04779315,0.06251877,0.020919944,0.248351372
,4813,0,4.544495558,0.119115689,0.003171574,0.027348839,0.39419995,0.306993176,0,2.147275762,0.950295909,0.043235942,1.637834521,1.430051125,0.372802669,2.637776474,0.130059392,0,0.260486329,0,6.508188051,0.181203778,0.928729514,0,0.01133398,0.196283215,0,0,1.339383198,0.843095745,1.227703783,1.590457897,0.557246707,0.612136763,0.871747776,0.914127963,0.88785079,0.595306859,0.332547716,1.985194841,1.794492733,0.555628737,0.984598977,0.572733319,1.812348112,0.265842264,0.16938912,0.082003268,0.154540459,0,2.705940135,7.718304358,9.256269362,0.152057983,0.192480853,0.216445615,0.267255713,0.515091599,0.04606915,0,0.890898709,0.991425181,5.730244976,0.598026698,0.001525194,0.013682997,0,3.957388873
,4814,0,0.053393623,0,0,0,0.16286841,36.85436088,0,1.602786482,0.503061132,0,0.032973339,0.104996328,0,4.625553266,0.187312746,0,0.177618761,0,9.616538402,0.009034727,1.741051309,0.211604299,0,0,0,0,0,0.86359952,0.437440839,2.462310587,0.557439327,0.594898894,0.726482014,0.816072823,0.926522275,1.021213115,1.347321119,2.499997458,1.74308678,0.497839831,1.042539711,0.692484249,1.932827192,0.158647204,0.060501035,0.065087252,0.004088382,0,1.517131487,6.007863614,7.084455809,0,0,0.136426399,0.138378765,0,0,0,0,1.23982826,1.860620477,0.020941013,0.039836758,0,0,7.156663442
,4815,0,0.313291595,0.022694098,0,0,0.214565369,0.377808875,0,1.685652833,0.120846827,1.029671997,0.019256359,0.137437023,2.533293415,0.533153972,0.239797824,0,0.090233168,0,0.267531351,0.012190344,16.12363904,0.008473567,0.005398417,0,0,0,0,0.44399399,0.296975992,0.909891813,1.224036544,0.320041261,1.019016792,0.487092741,2.051023458,0.517133857,0.098797114,0.485200734,0.536013075,0.729479628,0.553687531,0.721797313,0.278514244,0.278804091,0.239925895,0.014122804,0,0,0.693996061,0.148428224,0,0.278560699,0,0.045056441,0.055925293,0.025616978,0.008777163,0,0,0.409177598,0,0,0.225936913,0.130345245,0,0.197741081
,4816,0,0,0,0,0,0.836216296,0.684068914,0,2.478817574,1.59645032,0,0.047906624,0.475162571,2.030627753,2.38655533,0.104393801,0.011281623,0.003517808,0,0,0.007083755,1.575291688,0,0.109439898,0,0,0,0,1.736392774,0.426725826,0.680930294,0.766149638,0.437754104,0.896085852,0.280399761,1.14733324,0.618371362,0.600969559,2.471047897,1.2260868,0.6274782,1.762452652,0.773463169,0.976192626,0.292001246,0.251631719,0.182726818,0.01455334,0,4.151526798,10.02769023,0,0.008687919,0,0.094569207,0.044833174,0,0,0,0,1.712068032,1.199477418,0,0.016568629,0,0,0.248680156
,4817,0,1.087272865,0,0,0,0.151077781,0.132906399,0.056705907,2.282315905,0.872948883,0,0.119132259,0.661945819,0,2.198122461,0.160746107,0,0.006151212,0,16.58834241,0.193878868,1.219551613,0,0.014720443,0,0,0,0.141428898,0.820004883,1.287961763,1.72246379,0.502473856,0.269942512,0.96838357,0.634198477,0.600721166,0.680273198,0.415158309,3.307553553,1.756079969,0.309000673,1.110798768,0.809703444,1.444768916,0.195740439,0,0.035501633,0.055985286,0,0.639211517,9.587944383,1.717419411,0.1671079,0,0.198435577,0.047036964,0.17463141,0.05189557,0,0,1.096287751,10.82527429,0,0.001980905,0,0,11.71761846
,4818,0,5.758067395,0,0,0,0.189598459,0.41058292,0,1.997187134,0.593937839,1.30106683,0,0.05288183,1.495796195,20.35442482,0.063125481,0,0,0,4.409291434,0,2.841078084,0,0,0,0,0,0,0.732730983,0.580745845,0.030168953,0.111817251,0.788229174,1.064002103,0.55635072,0.866033523,1.467535497,0.831301171,4.263450578,1.464415609,0.43704366,2.051932058,0.222650975,4.775447209,0.436240529,0,0.109673907,0,0,0.113196728,15.59196577,0,0,0.07789336,0,0.198447486,1.961475982,0,0,0.307056863,0.450894942,1.567599724,0,0,0,0,4.030008087
,4819,0.030995922,0.706567515,0.122145269,0.033632751,0,0.30663463,0.288985143,0,3.388996121,1.296387211,0.065336238,0.808244299,0.386900751,0.698174536,3.612365375,0.520068467,0.006772631,0.240748061,0,5.471855846,0.057873941,0.818323158,0.000370912,0.507907018,0,0,0,0.145665496,1.121057407,0.517643231,1.282488184,0.923180525,1.024517165,0.721989652,0.745693019,0.751843814,1.523829033,0.597533855,2.293224807,1.711900792,0.788806782,1.235576226,1.018468189,1.109713643,0.22663266,0,0.111356887,0.465232025,0,2.127718236,12.87219351,1.768865863,0.328580756,0.035735274,0.124898796,0.120544114,0.058129156,0.02054215,0,0.009099758,1.670307377,0.929129388,0,0.027312165,0.059140125,0,2.449501513
East Kootenay,5901,0,0.15024668,0.186718576,0.008241547,0,0.120190739,85.00938159,0,0.533826386,0.354089589,0.021727398,0.444152558,0.619337667,0,1.286206107,0.170776392,0,0.79090243,0,3.951677926,0.005084643,3.984700043,0.007939236,0.21643567,0,0,0.019982217,0.010944414,0.583290434,1.066809591,0.505395626,1.035517543,0.82699071,1.027225259,1.170984637,1.371476143,1.13778263,0.483368567,1.049708156,1.474263728,0.73678972,1.09153234,0.746394171,0.361910478,0.488402333,0.034049308,0.729270359,0.247198789,0,2.541612247,0.101118764,3.987052774,0.176339627,0.005203176,0.115168885,0.06686783,0.141004697,0,0,0.020511004,1.182178702,0.31414094,0,0.004180676,0.051414628,0,3.307582136
Central Kootenay,5903,0.108878714,2.185360036,0.833201288,1.312678292,0,0.28578297,0.27317092,0,0.127406595,0.302397234,0.282168032,0.110541956,0.939194042,1.054299473,0.305994169,0.405232826,0.019825064,0.988577111,0,13.92955336,0.087137393,2.759311704,0.011396223,0.236698392,0.512396356,1.109268036,0.051900765,0.014213224,0.426356246,1.635397787,0.970329221,1.173618234,1.441898211,1.456772967,1.433989687,1.01320835,1.166647924,0.744341065,0.759953778,1.185564688,0.955278212,1.005878671,0.799422863,0.147909323,0.190490025,0.265313673,0.072968749,0.056263709,0,0.097380821,0.057452628,6.903841468,1.847328446,0.028718223,0.094972688,0.127484612,0.758269507,0.072157972,0,0.113207691,0.449822733,0,0,2.759934634,0.00357194,1.673332466,6.284098914
